,Year,Organization,Type,Standing,Allocation
3551,2019,Alpha Kappa Psi,SAG,9.0,"$1,000"
3552,2019,Alpha Phi Omega,SAG,34.0,"$4,000"
3553,2019,Alpha Rho Chi,SAG,1.0,$400
3554,2019,American Advertising Federation,SAG,4.0,$500
3555,2019,American Chemical Society at Berkeley Student Chapter,SAG,4.0,$500
3556,2019,American Institute of Architecture Students -UC Berkeley Chapter,SAG,9.0,$200
3557,2019,American Medical Student Association-- Berkeley Premedical Chapter,SAG,21.0,"$1,000"
3558,2019,American Medical Women's Association at Berkeley,SAG,4.0,$500
3559,2019,American Physician Scientists Association at UC Berkeley,SAG,1.0,$400
3560,2019,Anthropology Undergraduate Association,SAG,1.0,Sponsorship Only
3561,2019,Arab Student Union,SAG,8.0,"$1,300"
3562,2019,ARC Repertory Theatre,SAG,1.0,$375
3563,2019,Armenian Student Association,SAG,37.0,"$2,400"
3564,2019,Army ROTC Cadet Club,SAG,1.0,$400
3565,2019,Arnold Air Society,SAG,2.0,$400
3566,2019,Art and Mind,SAG,2.0,$400
3567,2019,Artists in Resonance A Cappella,SAG,5.0,$700
3568,2019,Ascend,SAG,11.0,$800
3569,2019,"Asha for Education, Berkeley",SAG,15.0,"$1,420"
3570,2019,Asian American Association,SAG,22.0,"$4,492"
3571,2019,Asian American Law Journal Undergraduate Fellows,SAG,1.0,$400
3572,2019,"Assistants, Therapists, and Practitioners at Berkeley",SAG,1.0,$400
3573,2019,Association for Muslim Professional Development,SAG,13.0,"$1,672"
3574,2019,Association for Socially Responsible Business,SAG,2.0,$128
3575,2019,Association of Chinese Entrepreneurs at Berkeley,SAG,1.0,$400
3576,2019,Association of Korean Artists,SAG,1.0,$400
3577,2019,Aurum Cosmetics (Formerly known as Krása Cosmetics Team),SAG,1.0,$275
3578,2019,Autonomous Underwater Vehicles Team at Berkeley,SAG,3.0,Sponsorship Only
3579,2019,Azaad,SAG,7.0,Sponsorship Only
3580,2019,Ballet Company at Berkeley,SAG,8.0,$700
3581,2019,Ballet Folklorico Reflejos de Mexico,SAG,7.0,$800
3582,2019,Bangali Student Association at Berkeley,SAG,3.0,$500
3583,2019,Bay Area Vision Research Day,SAG,1.0,Sponsorship Only
3584,2019,BerKast,SAG,4.0,$500
3585,2019,Berkeley Bahai Club,SAG,24.0,$700
3586,2019,Berkeley Ballroom Dancers,SAG,5.0,$500
3587,2019,Berkeley Business Society,SAG,3.0,$500
3588,2019,Berkeley Carillon Guild,SAG,16.0,$800
3589,2019,Berkeley Chinese Students and Scholars Association,SAG,13.0,"$2,500"
3590,2019,Berkeley College Republicans,SAG,24.0,"$5,000"
3591,2019,Berkeley Consulting,SAG,2.0,Sponsorship only
3592,2019,Berkeley Energy and Resources Collaborative Undergraduate,SAG,1.0,$200
3593,2019,Berkeley Indonesian Student Association,SAG,5.0,Sponsorship Only
3594,2019,Berkeley Innovation,SAG,3.0,Sponsorship Only
3595,2019,Berkeley Investment Group,SAG,1.0,Sponsorship Only
3596,2019,Berkeley Legal Studies Organization,SAG,3.0,$500
3597,2019,Berkeley Model United Nations Conference,SAG,1.0,Sponsorship Only
3598,2019,Berkeley Opinion,SAG,6.0,"$1,250"
3599,2019,Berkeley Organization for Animal Advocacy,SAG,1.0,Sponsorship Only
3600,2019,Berkeley Tennis Association,SAG,3.0,$400
3601,2019,Berkeley Women In Business,SAG,16.0,$900
3602,2019,Best Laid Plans Improv,SAG,3.0,$400
3603,2019,Beyond Academia,SAG,3.0,$300
3604,2019,Big Data at Berkeley,SAG,1.0,$290
3605,2019,Biofuels Technology Club,SAG,1.0,Sponsorship Only
3606,2019,Bioprinting at Berkeley,SAG,2.0,Sponsorship Only
3607,2019,Black Engineering and Science Student Association,SAG,5.0,Sponsorship Only
3608,2019,Black Graduate Student Association,SAG,1.0,$400
3609,2019,Black Pre-law Association at Berkeley,SAG,3.0,$250
3610,2019,Black Recruitment and Retention Center,SAG,37.0,Sponsorship Only
3611,2019,Board Games at Berkeley,SAG,3.0,$500
3612,2019,Bold Venture Partners,SAG,1.0,$400
3613,2019,Brazilian Student Association at Berkeley,SAG,1.0,$400
3614,2019,bridges Multicultural Resource Center,SAG,23.0,Sponsorship Only
3615,2019,BridgeUSA at Berkeley,SAG,3.0,$500
3616,2019,BSCF,SAG,1.0,$400
3617,2019,Burma Association at Berkeley,SAG,1.0,$395
3618,2019,Business Careers in Entertainment Club,SAG,6.0,"$1,440"
3619,2019,Business Review at Berkeley,SAG,2.0,$400
3620,2019,Cal Actuarial League,SAG,15.0,$400
3621,2019,Cal American Civil Liberties Union,SAG,3.0,$457
3622,2019,Cal American Institute of Aeronautics and Astronautics,SAG,3.0,Sponsorship Only
3623,2019,Cal Berkeley Democrats,SAG,22.0,"$4,400"
3624,2019,Cal Bhangra,SAG,6.0,"$3,500"
3625,2019,Cal Black Student Union,SAG,10.0,"$25,500"
3626,2019,Cal Dragon Boat,SAG,16.0,"$6,200"
3627,2019,Cal Hawai'i Club,SAG,31.0,"$2,675"
3628,2019,Cal Hiking and Outdoor Society,SAG,71.0,"$5,000"
3629,2019,Cal in the Capital,SAG,42.0,"$3,500"
3630,2019,Cal Japan Club,SAG,12.0,"$2,000"
3631,2019,Cal Performances Student Ambassadors for the Arts,SAG,6.0,$470
3632,2019,Cal Pre-Vet Club,SAG,10.0,$200
3633,2019,Cal Queer and Asian,SAG,10.0,"$2,000"
3634,2019,Cal Taiko,SAG,15.0,"$3,500"
3635,2019,Cal Undergraduate Public Health Coalition,SAG,15.0,$206
3636,2019,California Mock Trial,SAG,19.0,"$20,000"
3637,2019,California Public Interest Research Group,SAG,14.0,$500
3638,2019,CalSlam,SAG,15.0,"$1,800"
3639,2019,Catholic Students at Cal - Newman Hall,SAG,8.0,$500
3640,2019,Celli@Berkeley,SAG,1.0,$190
3641,2019,Chicanx/Latinx Architecture Student Association,SAG,1.0,Sponsorship Only
3642,2019,Chinese A Cappella at Berkeley,SAG,6.0,$500
3643,2019,Chinese Debate at Berkeley,SAG,1.0,$400
3644,2019,Chinese Finance Club,SAG,1.0,$400
3645,2019,Chinese People Union,SAG,15.0,$500
3646,2019,Chinese Psychology Group at Berkeley,SAG,2.0,$400
3647,2019,Chinese Student Association,SAG,30.0,"$7,000"
3648,2019,ChunJinAhm,SAG,1.0,$400
3649,2019,Cinebears,SAG,1.0,$250
3650,2019,Circle K International,SAG,25.0,"$6,000"
3651,2019,Citizen Entrepreneur Network at Berkeley,SAG,1.0,$100
3652,2019,CMG Strategy Consulting (Formerly Creative Marketing Group),SAG,3.0,$500
3653,2019,Coalition to Defend Affirmative Action By Any Means Necessary,SAG,21.0,"$5,000"
3654,2019,CodeBase,SAG,3.0,Sponsorship Only
3655,2019,Codeology,SAG,3.0,$500
3656,2019,Collegiate 100 (formerly 100 College Black Men),SAG,1.0,$400
3657,2019,Committee for Korea Studies,SAG,15.0,"$2,000"
3658,2019,Computer Science Undergraduate Association,SAG,46.0,"$2,400"
3659,2019,Consult Your Community (CYC) at Berkeley,SAG,7.0,"$2,000"
3660,2019,Create at Berkeley,SAG,1.0,$400
3661,2019,Creative Applications to Life in Origami,SAG,8.0,$45
3662,2019,Cricket Club of Berkeley,SAG,1.0,$400
3663,2019,Crossroads Christian Fellowship: Chinese for Christ Berkeley Church,SAG,1.0,$400
3664,2019,CS KickStart,SAG,7.0,"$2,000"
3665,2019,Curling Club at Berkeley,SAG,7.0,$600
3666,2019,Dance Board of Berkeley Dance Community,SAG,3.0,Sponsorship Only
3667,2019,Danceworx,SAG,23.0,"$5,000"
3668,2019,Data Science Society at Berkeley,SAG,3.0,$500
3669,2019,Datong Society of China Studies at Berkeley,SAG,3.0,$500
3670,2019,Debate Society of Berkeley,SAG,7.0,"$2,500"
3671,2019,DeCadence,SAG,19.0,"$1,500"
3672,2019,Delta Kappa Alpha,SAG,2.0,$400
3673,2019,Delta Phi Epsilon Co-ed Professional Foreign Service Fraternity,SAG,16.0,$500
3674,2019,Delta Xi Phi Multicultural Sorority Inc.,SAG,3.0,$500
3675,2019,Department of Integrative Biology Students,SAG,4.0,$50
3676,2019,Dil Se,SAG,4.0,$300
3677,2019,Disney Club at Berkeley,SAG,2.0,$400
3678,2019,DiversaTech,SAG,3.0,$500
3679,2019,Drawn to Scale,SAG,9.0,$550
3680,2019,Earthquake Engineering Research Institute at Berkeley,SAG,1.0,Sponsorship Only
3681,2019,East Asian Union,SAG,10.0,"$2,950"
3682,2019,Education Practitioners and Innovators of China at Berkeley,SAG,1.0,$400
3683,2019,Eggster Organization,SAG,19.0,$70
3684,2019,EGO (Cal's Traditional Korean Percussion Group),SAG,9.0,"$1,300"
3685,2019,Enactus of Berkeley (formely SIFE),SAG,4.0,$500
3686,2019,Engineering Student Council,SAG,28.0,"$84,330"
3687,2019,Engineers For A Sustainable World - Berkeley,SAG,1.0,$400
3688,2019,Entrepreneurs @ Berkeley,SAG,2.0,$400
3689,2019,EPOCH,SAG,1.0,Sponsorship Only
3690,2019,Epsilon Eta,SAG,3.0,$500
3691,2019,EXP Dance,SAG,3.0,$500
3692,2019,Exposure-Organization of Student Photographers,SAG,1.0,$400
3693,2019,Faces of African Muslims,SAG,2.0,$400
3694,2019,Fashion and Student Trends,SAG,8.0,"$1,000"
3695,2019,Fastpitch Softball at Berkeley,SAG,1.0,Sponsorship Only
3696,2019,Fei Tian Dancers,SAG,16.0,$500
3697,2019,Fellowship in Christ in Berkeley,SAG,14.0,"$1,100"
3698,2019,Feminist Majority Leadership Alliance of Berkeley,SAG,1.0,$400
3699,2019,Fiat Lux Scholars Association,SAG,3.0,Sponsorship Only
3700,2019,Food Science and Tech at Cal,SAG,5.0,Sponsorship Only
3701,2019,"Food, Equity, Entrepreneurship, & Development",SAG,4.0,$400
3702,2019,For Christ's Sake,SAG,1.0,$400
3703,2019,Foresight Pre-Optometry Club,SAG,28.0,"$1,175"
3704,2019,Friends of the Co-ops,SAG,87.0,"$10,000"
3705,2019,"Future Business Leaders of America-Phi Beta Lambda, Inc.",SAG,14.0,"$4,100"
3706,2019,Game Design and Development at Berkeley,SAG,1.0,$400
3707,2019,Gaming at Berkeley,SAG,8.0,$850
3708,2019,Gamma Rho Lambda,SAG,3.0,$500
3709,2019,"Gamma Zeta Alpha Fraternity, Inc",SAG,11.0,$685
3710,2019,Gates Millennium Scholars Association,SAG,13.0,"$1,000"
3711,2019,GenSex,SAG,3.0,$500
3712,2019,Geological Association at Berkeley,SAG,4.0,$250
3713,2019,Girls Teaching Girls to Code at Berkeley,SAG,2.0,$400
3714,2019,Global Leadership Organization at Berkeley,SAG,1.0,$400
3715,2019,Golden Women,SAG,3.0,$500
3716,2019,Haas Undergraduate Black Business Association,SAG,12.0,$500
3717,2019,Hellenic Student Association at Berkeley,SAG,2.0,$350
3718,2019,"Hispanic Scholarship Fund - University of California, Berkeley Chapter",SAG,3.0,$500
3719,2019,Historical Fencing Club of Berkeley,SAG,2.0,Sponsorship Only
3720,2019,Hong Kong Student Association,SAG,27.0,"$2,800"
3721,2019,IDEA FACTORY,SAG,1.0,$205
3722,2019,iGEM at Berkeley,SAG,2.0,$400
3723,2019,Indian Students Association (ISA),SAG,16.0,"$10,000"
3724,2019,Interfaith Action Initiative,SAG,4.0,$500
3725,2019,International Relations Council of Berkeley,SAG,3.0,$500
3726,2019,International Students Association at Berkeley,SAG,19.0,"$2,137"
3727,2019,International Undergraduate Student Ministry,SAG,1.0,$400
3728,2019,InterVarsity Christian Fellowship,SAG,21.0,"$4,700"
3729,2019,Iranian Students Cultural Organization,SAG,22.0,"$2,750"
3730,2019,Irish Dancers of Berkeley,SAG,6.0,$500
3731,2019,Ismailis at Berkeley,SAG,2.0,$400
3732,2019,Italian Society at Berkeley,SAG,19.0,$960
3733,2019,J Street U at Berkeley,SAG,1.0,$400
3734,2019,Jain Students Association,SAG,3.0,$365
3735,2019,Jericho!,SAG,3.0,$500
3736,2019,Jewish Voice for Peace at Berkeley,SAG,1.0,$140
3737,2019,Jugger at Berkeley,SAG,3.0,$500
3738,2019,K-Popular at Berkeley,SAG,8.0,$400
3739,2019,Kappa Alpha Pi Pre Law Fraternity,SAG,6.0,$775
3740,2019,Kappa Gamma Delta,SAG,1.0,$100
3741,2019,Kendo Club at Berkeley,SAG,4.0,$500
3742,2019,Klesis,SAG,8.0,"$1,000"
3743,2019,Koinonia,SAG,15.0,$750
3744,2019,Kojobs at Berkeley,SAG,3.0,$500
3745,2019,Korean American Student Association,SAG,38.0,"$17,000"
3746,2019,Korean Christian Biblical and Theological Studies,SAG,1.0,$400
3747,2019,Korean Performance Group,SAG,4.0,$250
3748,2019,Korean Undergraduate Networking Association,SAG,12.0,$500
3749,2019,Korean-American Scientists and Engineers Association,SAG,4.0,$500
3750,2019,Latin American Leadership Society,SAG,6.0,$800
3751,2019,Latinx Emerging in English,SAG,3.0,$500
3752,2019,Latinx Pre-Law Society,SAG,6.0,$500
3753,2019,Launchpad,SAG,3.0,Sponsorship Only
3754,2019,Laya of Berkeley,SAG,1.0,$400
3755,2019,Le Cercle Français of Berkeley,SAG,12.0,$390
3756,2019,Legends of Berkeley,SAG,3.0,$500
3757,2019,Liberty in North Korea at Berkeley,SAG,15.0,"$1,500"
3758,2019,Lindy on Sproul,SAG,9.0,"$1,500"
3759,2019,Machine Learning at Berkeley,SAG,1.0,Sponsorship Only
3760,2019,Main Stacks Dance Team,SAG,11.0,$320
3761,2019,"Management, Entrepreneurship, & Technology Student Board",SAG,1.0,Sponsorship Only
3762,2019,Mariachi Luz de Oro,SAG,8.0,$500
3763,2019,Materials Science and Engineering Association,SAG,4.0,$500
3764,2019,Math Tournament at Berkeley,SAG,2.0,$400
3765,2019,Mathematics Undergraduate Student Association,SAG,3.0,$500
3766,2019,Medical Tech at Berkeley,SAG,1.0,Sponsorship Only
3767,2019,Mexican Association of Students at Berkeley,SAG,5.0,$500
3768,2019,Microbial Biology Graduate Student Group,SAG,2.0,Sponsorship Only
3769,2019,Microbial Sciences Association,SAG,3.0,$500
3770,2019,Microfinance at Berkeley,SAG,7.0,"$1,000"
3771,2019,Mileage Runners of Berkeley,SAG,2.0,$400
3772,2019,Mind Body Nutrition: Students for Integrative and Preventive Medicine,SAG,3.0,$500
3773,2019,Mixed @ Berkeley Recruitment and Retention Center,SAG,22.0,Sponsorship Only
3774,2019,Molecular and Cell Biology Cell Developmental Neurobiological Association,SAG,6.0,$500
3775,2019,Molecular Cell Biology Undergraduate Student Association,SAG,6.0,"$1,120"
3776,2019,"Movement, The",SAG,19.0,"$5,500"
3777,2019,Muslim Student Association,SAG,33.0,"$14,900"
3778,2019,NAMI on Campus at Berkeley,SAG,4.0,Sponsorship Only
3779,2019,National Organization for Women,SAG,1.0,$400
3780,2019,Natya at Berkeley,SAG,6.0,$500
3781,2019,Next Generation Consulting,SAG,1.0,$400
3782,2019,Nigerian Students Association,SAG,3.0,$500
3783,2019,Nikkei Choral Ensemble,SAG,3.0,$500
3784,2019,Nikkei Student Union,SAG,17.0,"$2,500"
3785,2019,"Out In Science, Technology, Engineering, and Mathematics",SAG,9.0,Sponsorship Only
3786,2019,Outlet,SAG,6.0,$400
3787,2019,OWN IT at Berkeley,SAG,1.0,$400
3788,2019,Pakistani Student Association,SAG,17.0,"$1,500"
3789,2019,Parliamentary Debate at Berkeley,SAG,10.0,"$2,700"
3790,2019,Partners in Health Engage at Berkeley,SAG,2.0,$370
3791,2019,Partnership for Pre-Professional Pilipinxs,SAG,19.0,"$1,300"
3792,2019,Peers Espousing Amiability Cooperation and Education,SAG,7.0,$400
3793,2019,"Phi Alpha Delta Law Fraternity, International",SAG,11.0,$700
3794,2019,Phi Alpha Theta,SAG,16.0,$850
3795,2019,Phi Chi Pre-Health Fraternity,SAG,1.0,$400
3796,2019,Phi Delta Epsilon,SAG,12.0,$500
3797,2019,Phoenix Consulting Group,SAG,1.0,$400
3798,2019,Phoenix Symphony at Berkeley,SAG,5.0,"$1,400"
3799,2019,Pi Sigma Epsilon,SAG,5.0,"$1,000"
3800,2019,Pi Tau Sigma,SAG,5.0,$500
3801,2019,Pilipino American Alliance,SAG,29.0,"$15,000"
3802,2019,Pilipino Association for Health Careers,SAG,27.0,"$5,650"
3803,2019,"Pilipino Association of Scientists, Architects, and Engineers",SAG,31.0,"$2,100"
3804,2019,Pilipino Basketball Association,SAG,4.0,$105
3805,2019,Pointe of Berkeley,SAG,3.0,$500
3806,2019,Pokemon Club at Berkeley,SAG,7.0,$300
3807,2019,Political Computer Science,SAG,1.0,$200
3808,2019,Pre-Medical Honor Society,SAG,3.0,$190
3809,2019,Pre-Nursing Society,SAG,7.0,$570
3810,2019,"Pre-Pharmacy Informational, Learning and Leadership Society",SAG,19.0,"$2,500"
3811,2019,PreDental Society,SAG,36.0,"$1,250"
3812,2019,Product Development at Berkeley (formerly EPOCH),SAG,2.0,Sponsorship Only
3813,2019,Product Space at Berkeley,SAG,1.0,$200
3814,2019,Progressive Student Association,SAG,6.0,"$1,410"
3815,2019,"Project pengyou, Berkeley Chapter",SAG,5.0,$500
3816,2019,Puente at Berkeley,SAG,2.0,$400
3817,2019,Punjabis at Berkeley,SAG,1.0,Sponsorship Only
3818,2019,Queer + Allied Pre-Health/ Pre-Medical Association,SAG,3.0,$500
3819,2019,Queer Student Union,SAG,12.0,"$1,200"
3820,2019,Queer Trans South Asians at Berkeley,SAG,1.0,$350
3821,2019,Quidditch League at Berkeley,SAG,11.0,Sponsorship Only
3822,2019,Ra-On,SAG,9.0,"$1,500"
3823,2019,Raas Ramzat,SAG,3.0,$500
3824,2019,RAPrEvention,SAG,1.0,$400
3825,2019,Re-Entry and Transfer Student Association,SAG,22.0,"$3,500"
3826,2019,Reconnect Ministries,SAG,1.0,$400
3827,2019,Regents' and Chancellor's Scholars Association,SAG,5.0,"$1,000"
3828,2019,Robomaster at Berkeley,SAG,1.0,Sponsorship Only
3829,2019,Robotics at Berkeley,SAG,5.0,Sponsorship Only
3830,2019,Rubik's Cube Club at Berkeley,SAG,8.0,$500
3831,2019,Russian Student Association,SAG,14.0,$120
3832,2019,Salsa at Cal,SAG,8.0,$700
3833,2019,SCUBA at Berkeley,SAG,2.0,$400
3834,2019,Secular Student Alliance at Berkeley,SAG,1.0,$400
3835,2019,Seed Base Consulting,SAG,2.0,Sponsorship Only
3836,2019,Sigma Alpha Nu,SAG,9.0,$134
3837,2019,Sigma Epsilon Omega,SAG,2.0,$400
3838,2019,Sigma Eta Pi,SAG,3.0,$500
3839,2019,Sigma Mu Delta,SAG,3.0,$400
3840,2019,Sigma Omicron  Pi,SAG,1.0,Sponsorship Only
3841,2019,"Sigma Psi Zeta Sorority, Inc",SAG,4.0,$245
3842,2019,Sikh Students Association,SAG,16.0,"$1,500"
3843,2019,Singapore Student Association,SAG,1.0,Sponsorship Only
3844,2019,Smart Woman Securities at Berkeley,SAG,3.0,$500
3845,2019,SoBears: Students for Recovery,SAG,1.0,$400
3846,2019,Songwriting at Berkeley,SAG,3.0,$500
3847,2019,Sorayya: Middle Eastern and Central Asian Dance Troupe,SAG,1.0,$400
3848,2019,South Indian Society,SAG,4.0,$500
3849,2019,Space Technologies and Rocketry,SAG,1.0,Sponsorship Only
3850,2019,Speech at Berkeley,SAG,8.0,"$1,300"
3851,2019,SPIRE,SAG,5.0,$500
3852,2019,Sports Analytics Group at Berkeley,SAG,1.0,$400
3853,2019,Spring Foundation,SAG,7.0,"$1,150"
3854,2019,Statistics Undergraduate Students Association,SAG,5.0,$900
3855,2019,Strait Talk,SAG,12.0,"$1,500"
3856,2019,Student Coalition for Disability Rights,SAG,1.0,$400
3857,2019,Student Food Collective,SAG,1.0,$400
3858,2019,Student Organic Gardening Association,SAG,4.0,Sponsorship Only
3859,2019,Student Nutrition Advocacy Club,SAG,3.0,$500
3860,2019,Student Premed Advising Network,SAG,4.0,$500
3861,2019,Students for Hip Hop,SAG,18.0,"$5,600"
3862,2019,Students for Justice in Palestine,SAG,13.0,"$1,500"
3863,2019,Students for Life at Berkeley,SAG,21.0,"$3,250"
3864,2019,Students of Color in Economics,SAG,1.0,Sponsorship Only
3865,2019,Surfrider Foundation UC Berkeley Club,SAG,4.0,$500
3866,2019,Swim Club at Berkeley,SAG,1.0,$400
3867,2019,T.I.n.Y. Chinese Theatre Group,SAG,4.0,$500
3868,2019,Taiwanese American Student Association,SAG,23.0,"$2,010"
3869,2019,Taiwanese Student Association,SAG,23.0,"$3,000"
3870,2019,Tau Beta Pi,SAG,2.0,Sponsorship Only
3871,2019,Team Velocipraptors,SAG,1.0,Sponsorship Only
3872,2019,The Bearettes at Berkeley Drill Team,SAG,2.0,$400
3873,2019,The Berkeley Forum,SAG,9.0,"$10,651"
3874,2019,The Book Club of Berkeley,SAG,1.0,$280
3875,2019,The Intermission Orchestra,SAG,3.0,$500
3876,2019,The Student Immigration Relief Clinic at Berkeley,SAG,2.0,$400
3877,2019,Theta Tau,SAG,1.0,$400
3878,2019,Thrive Dance Company,SAG,7.0,$500
3879,2019,Tokiha,SAG,2.0,$400
3880,2019,Toppa at Berkeley,SAG,1.0,$400
3881,2019,TrueLement,SAG,3.0,Sponsorship Only
3882,2019,Turkish Student Association of Berkeley,SAG,2.0,$400
3883,2019,UC Berkeley Indus,SAG,31.0,"$15,000"
3884,2019,UC Berkeley Model United Nations,SAG,27.0,"$9,200"
3885,2019,UC Jazz Ensembles,SAG,32.0,"$4,000"
3886,2019,UC Rally Committee,SAG,119.0,"$40,000"
3887,2019,Undergraduate Communications Association,SAG,5.0,$500
3888,2019,Undergraduate Economics Association,SAG,19.0,$400
3889,2019,Undergraduate Legal Honor Society,SAG,3.0,$405
3890,2019,Undergraduate Political Science Association,SAG,2.0,$400
3891,2019,Undergraduate Real Estate Club,SAG,5.0,"$1,500"
3892,2019,Undergraduate Student Council of the College of Environmental Design,SAG,1.0,$55
3893,2019,Undergraduate Women in Economics,SAG,2.0,$400
3894,2019,United Nations Association of Berkeley,SAG,1.0,$175
3895,2019,UNITY Resource Center,SAG,1.0,$400
3896,2019,Universities Allied for Essential Medicines,SAG,5.0,$750
3897,2019,Upsilon Pi Epsilon,SAG,1.0,$400
3898,2019,UpSync,SAG,4.0,$500
3899,2019,Valley Consulting Group,SAG,4.0,$500
3900,2019,Vex U Robotics at Berkeley,SAG,2.0,$400
3901,2019,VISION,SAG,8.0,"$1,500"
3902,2019,Voyager Consulting,SAG,6.0,$500
3903,2019,Quiz Bowl Club,SAG,1.0,Sponsorship Only
3904,2019,Wave Makers of Berkeley,SAG,2.0,$500
3905,2019,Web Design and Development at Berkeley,SAG,1.0,$300
3906,2019,Woman-Identifying Scientists and Engineers Collective Library and Resource Center,SAG,1.0,$400
3907,2019,Women and Youth Supporting Each Other,SAG,1.0,$400
3908,2019,Women in Computer Science and Electrical Engineering,SAG,1.0,Sponsorship Only
3909,2019,Women in Mathematics at Berkeley,SAG,6.0,$500
3910,2019,Women in Politics at Berkeley,SAG,2.0,$400
3911,2019,Young Americans for Liberty,SAG,1.0,$400
3912,2019,Young Democratic Socialists of America at Berkeley,SAG,2.0,$400
3913,2019,Zahanat,SAG,3.0,$500
3914,2019,100 STRONG,SISG,6.0,"$1,000"
3915,2019,7 Cups at Berkeley,SISG,1.0,$500
3916,2019,Academic Cultural Enrichment Coaches,SISG,4.0,$600
3917,2019,Active for Alzheimer's at Berkeley,SISG,1.0,$500
3918,2019,"Alpha Kappa Alpha Sorority Inc., Rho Chapter",SISG,3.0,$600
3919,2019,"Alpha Phi Alpha Fraternity, Inc.",SISG,17.0,"$3,425"
3920,2019,Alternative Breaks,SISG,17.0,"$3,500"
3921,2019,American Red Cross at Cal,SISG,15.0,"$6,500"
3922,2019,American Society for Biochemistry and Molecular Biology at Berkeley,SISG,1.0,$500
3923,2019,ANova,SISG,3.0,Sponsorship Only
3924,2019,Anti-Trafficking Coalition at Berkeley,SISG,11.0,"$2,000"
3925,2019,Asian American and Pacific Islander Health Research Group,SISG,1.0,$500
3926,2019,ASUC Student Legal Clinic,SISG,36.0,"$1,400"
3927,2019,Bay Area Environmentally Aware Consulting Network,SISG,11.0,$400
3928,2019,Be The Match On Campus at Berkeley,SISG,3.0,$600
3929,2019,Bears for Elder Welfare,SISG,7.0,$400
3930,2019,Bears for Palestine,SISG,5.0,"$2,350"
3931,2019,Bears Without Borders,SISG,1.0,$500
3932,2019,Berkeley Cambodian Students Association,SISG,5.0,$830
3933,2019,Berkeley Disaster Team,SISG,4.0,"$1,000"
3934,2019,Berkeley Medical Reserve Corps,SISG,6.0,berkel
3935,2019,Best Buddies at Berkeley,SISG,13.0,$800
3936,2019,Bhagat Puran Singh Health Initiative @ Berkeley,SISG,5.0,"$1,220"
3937,2019,Bias Busters,SISG,1.0,Sponsorship Only
3938,2019,Bio-Business Initiative,SISG,1.0,$500
3939,2019,Blood Pressure Project,SISG,6.0,$500
3940,2019,"Blueprint, Technology for Nonprofits",SISG,7.0,"$2,000"
3941,2019,Bone Health Initiative,SISG,4.0,$600
3942,2019,Breathe at Berkeley,SISG,2.0,$500
3943,2019,BUILD Literacy Program,SISG,1.0,$500
3944,2019,Cal Berkeley Habitat for Humanity,SISG,20.0,"$2,500"
3945,2019,Cal Community Music,SISG,34.0,$642
3946,2019,Cal Rotaract,SISG,16.0,"$2,000"
3947,2019,Cal Veterans Group,SISG,11.0,"$3,000"
3948,2019,California Health Professional Student Alliance,SISG,3.0,$535
3949,2019,Camp Kesem Berkeley,SISG,11.0,"$1,000"
3950,2019,Chicano(a)s/Latino(a)s in Health Education,SISG,29.0,"$3,500"
3951,2019,Colleges Against Cancer,SISG,16.0,"$1,500"
3952,2019,Computer Science Mentors,SISG,4.0,Sponsorship Only
3953,2019,Creative Residencies for Emerging Artists Teaching Empowerment,SISG,7.0,"$1,000"
3954,2019,Dance Marathon,SISG,14.0,"$13,880"
3955,2019,Dance the Bay,SISG,6.0,$600
3956,2019,Delta Sigma Theta Sorority Incorporated-Kappa Chapter,SISG,18.0,"$1,320"
3957,2019,Destress With Dogs,SISG,1.0,$485
3958,2019,Doctors Without Borders at Berkeley,SISG,1.0,Sponsorship Only
3959,2019,Down Syndrome Community Outreach,SISG,1.0,$210
3960,2019,Engineers and Mentors of Berkeley,SISG,8.0,"$1,500"
3961,2019,Engineers Without Borders at Berkeley,SISG,8.0,Sponsorship Only
3962,2019,EthiCAL Apparel,SISG,10.0,Sponsorship Only
3963,2019,Expanding Your Horizons at Berkeley,SISG,7.0,"$1,000"
3964,2019,Financial Literacy and Economic Justice Conference,SISG,2.0,Sponsorship Only
3965,2019,GiANT Filmmakers,SISG,11.0,"$1,900"
3966,2019,Gift of Life at Berkeley,SISG,1.0,$500
3967,2019,GirlUp at UC Berkeley,SISG,1.0,$500
3968,2019,Global Medical Missions Alliance at Berkeley,SISG,3.0,$500
3969,2019,GlobeMed at Berkeley,SISG,3.0,$400
3970,2019,Grant A Wish at Berkeley,SISG,7.0,"$1,000"
3971,2019,Greening the Greeks,SISG,7.0,$330
3972,2019,Hands and Feet,SISG,5.0,Sponsorship Only
3973,2019,Health and Medical Apprenticeship Program,SISG,36.0,"$10,700"
3974,2019,Health Leads at Berkeley,SISG,1.0,$500
3975,2019,Helix@Berkeley,SISG,1.0,$500
3976,2019,Hermanos Unidos,SISG,2.0,$500
3977,2019,Hidden Road Initiative,SISG,1.0,Sponsorship Only
3978,2019,Hmong Student Association at Berkeley,SISG,12.0,"$3,000"
3979,2019,Indigenous and Native Coalition Recruitment and Retention Center,SISG,26.0,Sponsorship Only
3980,2019,InnoWorks of Berkeley,SISG,6.0,"$1,080"
3981,2019,Inside the Living Room,SISG,1.0,$379
3982,2019,INvent Berkeley,SISG,1.0,$500
3983,2019,Jakara Movement Club at Berkeley,SISG,3.0,$600
